outfit_id,product_name,brand,outfit_type,color,season,occasion,body_type,skin_tone,style_tag,price_inr,rating,num_reviews
228,Warm Beige Shift Dress,Aurelia,dress,Warm Beige,summer,casual,pear,warm,boho,1300,3.6,3636
229,Tomato Red Shift Dress,Nike,dress,Tomato Red,all,casual,pear,warm,boho,1200,4.0,2367
230,Peach Off-Shoulder Dress,Rangmanch,dress,Peach,autumn,casual,pear,warm,boho,3000,3.6,2791
231,Rust Wrap Midi Dress,HRX,dress,Rust,spring,casual,pear,warm,boho,3400,4.0,2114
232,Lavender Shift Dress,Rangmanch,dress,Lavender,summer,party,hourglass,cool,chic,1200,4.8,2591
233,Lilac Bodycon Dress,Nike,dress,Lilac,autumn,party,hourglass,cool,chic,3500,4.8,2586
234,Sage Green A-Line Mini Dress,Zara,dress,Sage Green,autumn,party,hourglass,cool,chic,3900,3.7,4362
235,Cobalt Shift Dress,H&M,dress,Cobalt,autumn,party,hourglass,cool,chic,700,4.0,1526
236,Light Grey Bodycon Dress,Van Heusen Woman,dress,Light Grey,autumn,party,hourglass,neutral,western_casual,1200,3.7,2473
237,Khaki Shift Dress,Janasya,dress,Khaki,summer,party,hourglass,neutral,western_casual,2800,4.7,4363
238,White Shift Dress,FabIndia,dress,White,spring,party,hourglass,neutral,western_casual,3000,4.0,1379
239,Ivory Bodycon Dress,Ethnic Motif,dress,Ivory,all,party,hourglass,neutral,western_casual,2400,3.6,3034
240,Tomato Red Off-Shoulder Dress,Janasya,dress,Tomato Red,all,party,hourglass,warm,glam,3700,4.6,1966
241,Olive Off-Shoulder Dress,Only,dress,Olive,summer,party,hourglass,warm,glam,1400,4.0,4722
242,Tomato Red Off-Shoulder Dress,Janasya,dress,Tomato Red,autumn,party,hourglass,warm,glam,2200,4.2,3479
243,Mustard Shift Dress,FabIndia,dress,Mustard,summer,party,hourglass,warm,glam,1600,3.6,3986
244,Sage Green A-Line Mini Dress,Roadster,dress,Sage Green,summer,party,rectangle,cool,chic,1100,3.9,1363
245,Slate Grey Shift Dress,FabIndia,dress,Slate Grey,autumn,party,rectangle,cool,chic,2400,3.6,1868
246,Ink Blue Off-Shoulder Dress,Libas,dress,Ink Blue,autumn,party,rectangle,cool,chic,2300,3.6,4162
247,Lavender Fit & Flare Dress,W,dress,Lavender,summer,party,rectangle,cool,chic,2100,3.8,2660
248,Cobalt Bodycon Dress,FabIndia,dress,Cobalt,spring,party,rectangle,cool,chic,800,3.9,3920
249,Silver Fit & Flare Dress,Nike,dress,Silver,autumn,party,rectangle,neutral,western_casual,600,4.8,205
250,Off-White Bodycon Dress,HRX,dress,Off-White,summer,party,rectangle,neutral,western_casual,3600,4.4,3517
251,Black Bodycon Dress,Max Fashion,dress,Black,spring,party,rectangle,neutral,western_casual,1100,3.6,3489
252,Ecru Fit & Flare Dress,W,dress,Ecru,all,party,rectangle,neutral,western_casual,1100,4.7,4144
253,Burgundy Shift Dress,Van Heusen Woman,dress,Burgundy,all,party,rectangle,warm,glam,3500,3.7,3566
254,Coral Off-Shoulder Dress,Van Heusen Woman,dress,Coral,all,party,rectangle,warm,glam,2900,4.1,751
255,Olive Wrap Midi Dress,Roadster,dress,Olive,spring,party,rectangle,warm,glam,2800,4.2,4208
256,Powder Blue Wrap Midi Dress,Aurelia,dress,Powder Blue,autumn,party,pear,cool,chic,2200,4.9,2127
257,Turquoise Off-Shoulder Dress,W,dress,Turquoise,summer,party,pear,cool,chic,2000,3.8,899
258,Charcoal A-Line Mini Dress,Janasya,dress,Charcoal,all,party,pear,cool,chic,2000,3.7,2936
259,Khaki A-Line Mini Dress,Vero Moda,dress,Khaki,summer,party,pear,neutral,western_casual,3400,4.2,1543
260,Silver Wrap Midi Dress,Indya,dress,Silver,summer,party,pear,neutral,western_casual,3800,4.8,352
261,Off-White Wrap Midi Dress,AND,dress,Off-White,summer,party,pear,neutral,western_casual,800,3.9,2590
262,Champagne Shift Dress,Only,dress,Champagne,autumn,party,pear,neutral,western_casual,1600,3.6,1615
263,Off-White Wrap Midi Dress,Aurelia,dress,Off-White,spring,party,pear,neutral,western_casual,2000,3.9,3064
264,Peach Fit & Flare Dress,Zara,dress,Peach,autumn,party,pear,warm,glam,1400,4.2,4125
265,Camel Off-Shoulder Dress,W,dress,Camel,all,party,pear,warm,glam,3600,4.1,3577
266,Gold Shift Dress,Max Fashion,dress,Gold,summer,party,pear,warm,glam,1900,3.6,2736
267,Burgundy Off-Shoulder Dress,Vero Moda,dress,Burgundy,spring,party,pear,warm,glam,3100,4.5,1415
268,Warm Beige Off-Shoulder Dress,Vero Moda,dress,Warm Beige,autumn,party,pear,warm,glam,800,4.5,2938
269,Gold Off-Shoulder Dress,Aurelia,dress,Gold,autumn,party,pear,warm,glam,3800,4.8,664
270,Lavender Pantsuit,Libas,formal_set,Lavender,all,formal,rectangle,cool,corporate,2400,4.7,3639
271,Royal Blue Blazer & Trouser Set,Van Heusen Woman,formal_set,Royal Blue,winter,formal,rectangle,cool,corporate,7600,4.4,3016
272,Powder Blue Blazer & Trouser Set,Nike,formal_set,Powder Blue,all,formal,rectangle,cool,corporate,2500,4.5,3088
273,Lavender Blazer & Trouser Set,Puma,formal_set,Lavender,all,formal,rectangle,cool,corporate,2300,4.2,3310
274,Lavender Pantsuit,Anita Dongre,formal_set,Lavender,autumn,formal,rectangle,cool,corporate,1400,4.5,4138
275,Sage Green Blazer & Trouser Set,Allen Solly Woman,formal_set,Sage Green,all,formal,rectangle,cool,corporate,7500,3.9,3705
276,Stone Formal Co-ord,AND,formal_set,Stone,autumn,formal,rectangle,neutral,corporate,2200,3.7,656
277,Nude Formal Co-ord,W,formal_set,Nude,winter,formal,rectangle,neutral,corporate,7800,4.5,2668
278,Ecru Blazer & Trouser Set,HRX,formal_set,Ecru,autumn,formal,rectangle,neutral,corporate,5600,3.9,2507
279,Khaki Pantsuit,H&M,formal_set,Khaki,winter,formal,rectangle,neutral,corporate,5400,3.8,1696
280,Emerald Blazer & Trouser Set,H&M,formal_set,Emerald,all,formal,apple,cool,corporate,5700,4.3,3878
281,Charcoal Pantsuit,Nike,formal_set,Charcoal,all,formal,apple,cool,corporate,1900,3.6,3311
282,Turquoise Formal Co-ord,Janasya,formal_set,Turquoise,all,formal,apple,cool,corporate,4600,4.7,654
283,Teal Blazer & Trouser Set,Vero Moda,formal_set,Teal,autumn,formal,apple,cool,corporate,5000,4.5,2872
284,Khaki Pantsuit,Janasya,formal_set,Khaki,all,formal,apple,neutral,corporate,2300,4.1,503
285,Khaki Pantsuit,Max Fashion,formal_set,Khaki,all,formal,apple,neutral,corporate,2500,3.7,1897
286,Light Grey Structured Blazer Set,W,formal_set,Light Grey,all,formal,apple,neutral,corporate,3300,3.8,4562
287,Off-White Structured Blazer Set,Nike,formal_set,Off-White,winter,formal,apple,neutral,corporate,5600,3.6,1431
288,Teal Structured Blazer Set,Puma,formal_set,Teal,all,formal,hourglass,cool,corporate,1500,4.7,282
289,Cobalt Structured Blazer Set,Aurelia,formal_set,Cobalt,all,formal,hourglass,cool,corporate,2900,4.6,3462
290,Dusty Rose Formal Co-ord,Aurelia,formal_set,Dusty Rose,all,formal,hourglass,cool,corporate,5700,3.9,2524
291,Midnight Navy Formal Co-ord,Max Fashion,formal_set,Midnight Navy,winter,formal,hourglass,cool,corporate,4900,3.6,540
292,Nude Formal Co-ord,Vero Moda,formal_set,Nude,all,formal,hourglass,neutral,corporate,2900,4.0,1226
293,Light Grey Structured Blazer Set,Mango,formal_set,Light Grey,autumn,formal,hourglass,neutral,corporate,2300,4.6,4268
294,Champagne Structured Blazer Set,Van Heusen Woman,formal_set,Champagne,all,formal,hourglass,neutral,corporate,5000,3.7,3733
295,Cream Blazer & Trouser Set,Biba,formal_set,Cream,winter,formal,hourglass,neutral,corporate,3600,4.8,3475
296,Saffron Graphic Tee + Mom Jeans,Puma,top_jeans,Saffron,spring,casual,apple,warm,western_casual,1800,3.8,1355
297,Tomato Red Graphic Tee + Mom Jeans,Only,top_jeans,Tomato Red,summer,casual,apple,warm,western_casual,1800,4.2,787
298,Peach Graphic Tee + Mom Jeans,Van Heusen Woman,top_jeans,Peach,summer,casual,apple,warm,western_casual,1400,4.3,448
299,Coral Graphic Tee + Mom Jeans,Nike,top_jeans,Coral,autumn,casual,apple,warm,western_casual,2400,3.9,116
300,Powder Blue Graphic Tee + Mom Jeans,Ethnic Motif,top_jeans,Powder Blue,spring,casual,apple,cool,western_casual,2000,4.6,3047
301,Royal Blue Crop Top & Jeans Set,Puma,top_jeans,Royal Blue,all,casual,apple,cool,western_casual,2800,3.8,4582
302,Slate Grey Graphic Tee + Mom Jeans,Roadster,top_jeans,Slate Grey,summer,casual,apple,cool,western_casual,2300,4.6,2341
303,Ivory Graphic Tee + Mom Jeans,H&M,top_jeans,Ivory,summer,casual,apple,neutral,minimal,1900,4.3,3045
304,Silver Crop Top & Jeans Set,Nike,top_jeans,Silver,spring,casual,apple,neutral,minimal,2600,4.1,379
305,White Crop Top & Jeans Set,Indya,top_jeans,White,summer,casual,apple,neutral,minimal,1900,4.6,4304
306,Mustard Strappy Top & Straight Jeans,FabIndia,top_jeans,Mustard,summer,casual,rectangle,warm,western_casual,1800,4.8,2659
307,Mustard Strappy Top & Straight Jeans,Ethnic Motif,top_jeans,Mustard,all,casual,rectangle,warm,western_casual,1700,4.3,4205
308,Saffron Strappy Top & Straight Jeans,Only,top_jeans,Saffron,summer,casual,rectangle,warm,western_casual,2800,3.9,186
309,Camel Strappy Top & Straight Jeans,Anita Dongre,top_jeans,Camel,autumn,casual,rectangle,warm,western_casual,2200,4.3,268
310,Gold Graphic Tee + Mom Jeans,Aurelia,top_jeans,Gold,all,casual,rectangle,warm,western_casual,2900,4.3,470
311,Gold Crop Top & Jeans Set,Roadster,top_jeans,Gold,all,casual,rectangle,warm,western_casual,2100,3.7,2034
312,Dusty Rose Crop Top & Jeans Set,Libas,top_jeans,Dusty Rose,summer,casual,rectangle,cool,western_casual,2300,3.9,1290
313,Powder Blue Graphic Tee + Mom Jeans,Roadster,top_jeans,Powder Blue,spring,casual,rectangle,cool,western_casual,2400,4.7,560
314,Turquoise Strappy Top & Straight Jeans,AND,top_jeans,Turquoise,spring,casual,rectangle,cool,western_casual,2800,4.0,3968
315,Light Grey Graphic Tee + Mom Jeans,HRX,top_jeans,Light Grey,spring,casual,rectangle,neutral,minimal,1900,4.3,2215
316,Stone Crop Top & Jeans Set,Van Heusen Woman,top_jeans,Stone,all,casual,rectangle,neutral,minimal,1600,4.3,1892
317,Off-White Strappy Top & Straight Jeans,AND,top_jeans,Off-White,autumn,casual,rectangle,neutral,minimal,2500,3.9,2907
318,Champagne Graphic Tee + Mom Jeans,Anita Dongre,top_jeans,Champagne,autumn,casual,rectangle,neutral,minimal,2800,4.4,3160
319,Dark Grey Crop Top & Jeans Set,Max Fashion,top_jeans,Dark Grey,autumn,casual,rectangle,neutral,minimal,700,3.9,697
320,Light Grey Strappy Top & Straight Jeans,Allen Solly Woman,top_jeans,Light Grey,all,casual,rectangle,neutral,minimal,2500,3.8,4462
321,Olive Crop Top & Jeans Set,Anita Dongre,top_jeans,Olive,autumn,casual,hourglass,warm,western_casual,2900,3.8,465
322,Burgundy Crop Top & Jeans Set,Aurelia,top_jeans,Burgundy,summer,casual,hourglass,warm,western_casual,1500,3.6,3435
323,Camel Crop Top & Jeans Set,Rangmanch,top_jeans,Camel,all,casual,hourglass,warm,western_casual,1100,3.5,4558
324,Mustard Strappy Top & Straight Jeans,Only,top_jeans,Mustard,all,casual,hourglass,warm,western_casual,2500,4.4,2403
325,Camel Strappy Top & Straight Jeans,Biba,top_jeans,Camel,autumn,casual,hourglass,warm,western_casual,900,4.4,1952
326,Teal Crop Top & Jeans Set,Biba,top_jeans,Teal,all,casual,hourglass,cool,western_casual,2100,4.6,1576
327,Turquoise Crop Top & Jeans Set,Libas,top_jeans,Turquoise,autumn,casual,hourglass,cool,western_casual,1700,4.3,929
328,Lavender Graphic Tee + Mom Jeans,Aurelia,top_jeans,Lavender,autumn,casual,hourglass,cool,western_casual,2700,4.2,1149
329,Off-White Crop Top & Jeans Set,Zara,top_jeans,Off-White,spring,casual,hourglass,neutral,minimal,1200,4.5,2157
330,Pearl Crop Top & Jeans Set,Ethnic Motif,top_jeans,Pearl,spring,casual,hourglass,neutral,minimal,1900,4.6,4701
331,Ecru Crop Top & Jeans Set,Nike,top_jeans,Ecru,spring,casual,hourglass,neutral,minimal,2200,4.7,4271
332,Light Grey Graphic Tee + Mom Jeans,Rangmanch,top_jeans,Light Grey,summer,casual,hourglass,neutral,minimal,900,3.8,1201
333,Nude Crop Top & Jeans Set,Libas,top_jeans,Nude,autumn,casual,hourglass,neutral,minimal,1600,4.0,3709
334,Silver Graphic Tee + Mom Jeans,Max Fashion,top_jeans,Silver,autumn,casual,hourglass,neutral,minimal,2900,4.5,143
335,Lilac Printed Co-ord Set,Biba,co_ord_set,Lilac,autumn,casual,rectangle,cool,western_casual,3400,3.7,2563
336,Teal Matching Set,Indya,co_ord_set,Teal,all,casual,rectangle,cool,western_casual,1200,4.4,2466
337,Lavender Printed Co-ord Set,Van Heusen Woman,co_ord_set,Lavender,summer,casual,rectangle,cool,western_casual,1200,4.2,3777
338,Turquoise Matching Set,Forever 21,co_ord_set,Turquoise,summer,casual,rectangle,cool,western_casual,3600,4.3,3907
339,Charcoal Printed Co-ord Set,Janasya,co_ord_set,Charcoal,summer,casual,rectangle,cool,western_casual,1700,4.5,4930
340,Champagne Matching Set,W,co_ord_set,Champagne,all,casual,rectangle,neutral,minimal,3000,3.7,4536
341,Champagne Printed Co-ord Set,Global Desi,co_ord_set,Champagne,spring,casual,rectangle,neutral,minimal,2000,4.7,3669
342,Black Linen Co-ord,W,co_ord_set,Black,spring,casual,rectangle,neutral,minimal,2800,4.1,505
343,Mustard Linen Co-ord,Vero Moda,co_ord_set,Mustard,summer,casual,rectangle,warm,western_casual,3000,3.6,3837
344,Burgundy Co-ord Set,Mango,co_ord_set,Burgundy,autumn,casual,rectangle,warm,western_casual,1700,4.6,1835
345,Gold Co-ord Set,Forever 21,co_ord_set,Gold,summer,casual,rectangle,warm,western_casual,2100,4.5,4483
346,Coral Linen Co-ord,Biba,co_ord_set,Coral,summer,casual,rectangle,warm,western_casual,1900,4.1,1159
347,Brick Red Matching Set,Mango,co_ord_set,Brick Red,all,casual,rectangle,warm,western_casual,2500,4.7,3142
348,Peach Printed Co-ord Set,Aurelia,co_ord_set,Peach,summer,casual,rectangle,warm,western_casual,2100,3.7,4451
349,Sage Green Printed Co-ord Set,Libas,co_ord_set,Sage Green,spring,casual,hourglass,cool,western_casual,3800,3.5,2494
350,Midnight Navy Linen Co-ord,HRX,co_ord_set,Midnight Navy,summer,casual,hourglass,cool,western_casual,2300,4.7,2077
351,Midnight Navy Printed Co-ord Set,Allen Solly Woman,co_ord_set,Midnight Navy,autumn,casual,hourglass,cool,western_casual,1500,4.8,974
352,Royal Blue Co-ord Set,Van Heusen Woman,co_ord_set,Royal Blue,all,casual,hourglass,cool,western_casual,1500,3.6,4915
353,Royal Blue Co-ord Set,Van Heusen Woman,co_ord_set,Royal Blue,all,casual,hourglass,cool,western_casual,3700,3.6,3645
354,Emerald Printed Co-ord Set,Janasya,co_ord_set,Emerald,summer,casual,hourglass,cool,western_casual,3900,3.6,4177
355,Cream Matching Set,Puma,co_ord_set,Cream,summer,casual,hourglass,neutral,minimal,3100,4.6,2676
356,Cream Printed Co-ord Set,Rangmanch,co_ord_set,Cream,autumn,casual,hourglass,neutral,minimal,2800,3.8,2511
357,Off-White Printed Co-ord Set,Aurelia,co_ord_set,Off-White,summer,casual,hourglass,neutral,minimal,3500,4.1,4110
358,White Linen Co-ord,Roadster,co_ord_set,White,autumn,casual,hourglass,neutral,minimal,2000,4.5,3394
359,Ivory Linen Co-ord,Global Desi,co_ord_set,Ivory,autumn,casual,hourglass,neutral,minimal,3800,4.3,2024
360,Burnt Orange Linen Co-ord,Biba,co_ord_set,Burnt Orange,spring,casual,hourglass,warm,western_casual,3000,4.1,3462
361,Olive Printed Co-ord Set,Mango,co_ord_set,Olive,summer,casual,hourglass,warm,western_casual,1700,3.9,2755
362,Burgundy Linen Co-ord,H&M,co_ord_set,Burgundy,summer,casual,hourglass,warm,western_casual,1100,4.2,1610
363,Coral Linen Co-ord,Rangmanch,co_ord_set,Coral,autumn,casual,hourglass,warm,western_casual,3200,4.3,646
364,Charcoal Printed Co-ord Set,Only,co_ord_set,Charcoal,summer,party,rectangle,cool,chic,1600,4.7,2777
365,Slate Grey Printed Co-ord Set,AND,co_ord_set,Slate Grey,summer,party,rectangle,cool,chic,3700,3.7,3973
366,Emerald Printed Co-ord Set,Mango,co_ord_set,Emerald,summer,party,rectangle,cool,chic,1700,4.3,2368
367,Powder Blue Matching Set,Max Fashion,co_ord_set,Powder Blue,all,party,rectangle,cool,chic,1800,4.0,4123
368,Black Matching Set,AND,co_ord_set,Black,all,party,rectangle,neutral,western_casual,2200,3.9,424
369,Stone Printed Co-ord Set,Libas,co_ord_set,Stone,spring,party,rectangle,neutral,western_casual,1800,4.3,4834
370,Stone Matching Set,FabIndia,co_ord_set,Stone,all,party,rectangle,neutral,western_casual,1500,4.0,3161
371,Stone Linen Co-ord,HRX,co_ord_set,Stone,spring,party,rectangle,neutral,western_casual,3400,4.8,2815
372,Off-White Linen Co-ord,Vero Moda,co_ord_set,Off-White,all,party,rectangle,neutral,western_casual,1400,4.5,2935
373,Ivory Linen Co-ord,Global Desi,co_ord_set,Ivory,spring,party,rectangle,neutral,western_casual,2900,4.9,531
374,Saffron Co-ord Set,Janasya,co_ord_set,Saffron,summer,party,rectangle,warm,glam,700,4.1,1945
375,Rust Co-ord Set,AND,co_ord_set,Rust,spring,party,rectangle,warm,glam,2800,4.1,545
376,Gold Linen Co-ord,Rangmanch,co_ord_set,Gold,summer,party,rectangle,warm,glam,2700,3.5,4409
377,Royal Blue Matching Set,HRX,co_ord_set,Royal Blue,summer,party,hourglass,cool,chic,1900,3.5,3577
378,Charcoal Co-ord Set,Anita Dongre,co_ord_set,Charcoal,spring,party,hourglass,cool,chic,2800,3.7,1622
379,Dusty Rose Matching Set,H&M,co_ord_set,Dusty Rose,summer,party,hourglass,cool,chic,1800,4.6,697
380,Lavender Linen Co-ord,Puma,co_ord_set,Lavender,all,party,hourglass,cool,chic,1700,4.9,1900
381,Slate Grey Co-ord Set,W,co_ord_set,Slate Grey,summer,party,hourglass,cool,chic,2400,4.0,4577
382,Midnight Navy Co-ord Set,Indya,co_ord_set,Midnight Navy,summer,party,hourglass,cool,chic,1400,3.6,3604
383,Stone Co-ord Set,Van Heusen Woman,co_ord_set,Stone,summer,party,hourglass,neutral,western_casual,1600,4.8,4693
384,Nude Co-ord Set,W,co_ord_set,Nude,autumn,party,hourglass,neutral,western_casual,3500,4.8,4498
385,Stone Printed Co-ord Set,Zara,co_ord_set,Stone,summer,party,hourglass,neutral,western_casual,800,4.8,4858
386,Ivory Co-ord Set,Max Fashion,co_ord_set,Ivory,all,party,hourglass,neutral,western_casual,1400,4.3,4692
387,Khaki Matching Set,Mango,co_ord_set,Khaki,all,party,hourglass,neutral,western_casual,3800,4.5,692
388,Coral Linen Co-ord,Van Heusen Woman,co_ord_set,Coral,summer,party,hourglass,warm,glam,1000,4.0,4929
389,Peach Co-ord Set,Aurelia,co_ord_set,Peach,autumn,party,hourglass,warm,glam,1800,4.6,3740
390,Tomato Red Matching Set,HRX,co_ord_set,Tomato Red,spring,party,hourglass,warm,glam,2200,4.1,4849
391,Burgundy Co-ord Set,Janasya,co_ord_set,Burgundy,all,party,hourglass,warm,glam,3200,3.9,2068
392,Warm Beige Co-ord Set,Allen Solly Woman,co_ord_set,Warm Beige,summer,party,hourglass,warm,glam,1300,4.0,1313
393,Light Grey Wide Leg Jumpsuit,W,jumpsuit,Light Grey,autumn,casual,rectangle,neutral,minimal,600,4.8,3693
394,Light Grey Wide Leg Jumpsuit,FabIndia,jumpsuit,Light Grey,autumn,casual,rectangle,neutral,minimal,1000,3.8,3726
395,Champagne Halter Neck Jumpsuit,Anita Dongre,jumpsuit,Champagne,summer,casual,rectangle,neutral,minimal,700,3.6,4590
396,Black Belted Jumpsuit,Mango,jumpsuit,Black,summer,casual,rectangle,neutral,minimal,600,3.9,3226
397,Silver Utility Jumpsuit,Puma,jumpsuit,Silver,summer,casual,rectangle,neutral,minimal,2700,3.7,3168
398,Ivory Belted Jumpsuit,Max Fashion,jumpsuit,Ivory,spring,casual,rectangle,neutral,minimal,1700,4.2,568
399,Powder Blue Halter Neck Jumpsuit,Max Fashion,jumpsuit,Powder Blue,autumn,casual,rectangle,cool,western_casual,2600,4.6,3008
400,Slate Grey Halter Neck Jumpsuit,Nike,jumpsuit,Slate Grey,spring,casual,rectangle,cool,western_casual,3100,3.8,926
401,Teal Wide Leg Jumpsuit,Mango,jumpsuit,Teal,autumn,casual,rectangle,cool,western_casual,2000,4.7,3162
402,Charcoal Halter Neck Jumpsuit,Zara,jumpsuit,Charcoal,autumn,casual,rectangle,cool,western_casual,2400,4.6,4919
403,Off-White Utility Jumpsuit,Only,jumpsuit,Off-White,autumn,casual,hourglass,neutral,minimal,1900,3.7,3312
404,Light Grey Halter Neck Jumpsuit,Puma,jumpsuit,Light Grey,autumn,casual,hourglass,neutral,minimal,1600,4.0,2346
405,Khaki Belted Jumpsuit,Anita Dongre,jumpsuit,Khaki,all,casual,hourglass,neutral,minimal,2900,3.8,4519
406,Ivory Wide Leg Jumpsuit,Ethnic Motif,jumpsuit,Ivory,summer,casual,hourglass,neutral,minimal,2500,4.8,1767
407,Charcoal Wide Leg Jumpsuit,Forever 21,jumpsuit,Charcoal,autumn,casual,hourglass,cool,western_casual,3400,4.2,2530
408,Emerald Utility Jumpsuit,Indya,jumpsuit,Emerald,autumn,casual,hourglass,cool,western_casual,2300,4.6,655
409,Midnight Navy Halter Neck Jumpsuit,Puma,jumpsuit,Midnight Navy,summer,casual,hourglass,cool,western_casual,2200,4.2,3476
410,Sage Green Belted Jumpsuit,Indya,jumpsuit,Sage Green,summer,casual,hourglass,cool,western_casual,2800,4.3,746
411,Cobalt Belted Jumpsuit,Global Desi,jumpsuit,Cobalt,spring,casual,hourglass,cool,western_casual,3200,4.4,4663
412,Lilac Belted Jumpsuit,Forever 21,jumpsuit,Lilac,all,casual,hourglass,cool,western_casual,1000,3.5,2169
413,Champagne Utility Jumpsuit,Vero Moda,jumpsuit,Champagne,summer,party,rectangle,neutral,western_casual,2100,4.0,4871
414,Pearl Utility Jumpsuit,H&M,jumpsuit,Pearl,summer,party,rectangle,neutral,western_casual,700,4.2,2470
415,Dark Grey Wide Leg Jumpsuit,Ethnic Motif,jumpsuit,Dark Grey,summer,party,rectangle,neutral,western_casual,1200,4.0,2860
416,Nude Halter Neck Jumpsuit,H&M,jumpsuit,Nude,spring,party,rectangle,neutral,western_casual,2600,3.6,3756
417,Cobalt Wide Leg Jumpsuit,Indya,jumpsuit,Cobalt,autumn,party,rectangle,cool,chic,1100,3.5,2860
418,Lilac Utility Jumpsuit,Ethnic Motif,jumpsuit,Lilac,summer,party,rectangle,cool,chic,1600,4.2,4571
419,Teal Halter Neck Jumpsuit,Vero Moda,jumpsuit,Teal,autumn,party,rectangle,cool,chic,1500,4.6,1561
420,Teal Halter Neck Jumpsuit,Libas,jumpsuit,Teal,all,party,rectangle,cool,chic,3100,4.7,3732
421,Dusty Rose Halter Neck Jumpsuit,Libas,jumpsuit,Dusty Rose,all,party,rectangle,cool,chic,3500,3.8,2330
422,Stone Utility Jumpsuit,H&M,jumpsuit,Stone,summer,party,hourglass,neutral,western_casual,1900,3.8,983
423,Off-White Belted Jumpsuit,Nike,jumpsuit,Off-White,all,party,hourglass,neutral,western_casual,2200,4.4,4858
424,Black Belted Jumpsuit,Vero Moda,jumpsuit,Black,autumn,party,hourglass,neutral,western_casual,3100,3.7,2486
425,Lilac Belted Jumpsuit,Anita Dongre,jumpsuit,Lilac,spring,party,hourglass,cool,chic,1600,3.9,1549
426,Lavender Halter Neck Jumpsuit,Forever 21,jumpsuit,Lavender,spring,party,hourglass,cool,chic,3000,3.7,3193
427,Powder Blue Halter Neck Jumpsuit,Aurelia,jumpsuit,Powder Blue,spring,party,hourglass,cool,chic,2800,4.5,1469
428,Tomato Red Flared Anarkali,Global Desi,anarkali,Tomato Red,all,party,pear,warm,festive,3400,4.7,489
429,Saffron Anarkali Suit,Only,anarkali,Saffron,all,party,pear,warm,festive,1900,3.8,3195
430,Olive Printed Anarkali Set,Forever 21,anarkali,Olive,autumn,party,pear,warm,festive,4800,4.1,3686
431,Tomato Red Anarkali Suit,Puma,anarkali,Tomato Red,autumn,party,pear,warm,festive,1100,4.6,1856
432,White Flared Anarkali,HRX,anarkali,White,all,party,pear,neutral,festive,3200,3.7,3796
433,Stone Anarkali Suit,Puma,anarkali,Stone,winter,party,pear,neutral,festive,1700,3.9,4499
434,Khaki Anarkali Suit,Janasya,anarkali,Khaki,all,party,pear,neutral,festive,4400,4.3,3532
435,Black Embroidered Anarkali,Biba,anarkali,Black,autumn,party,pear,neutral,festive,4500,3.9,762
436,Nude Flared Anarkali,AND,anarkali,Nude,winter,party,pear,neutral,festive,3700,4.7,3557
437,Gold Flared Anarkali,AND,anarkali,Gold,autumn,party,apple,warm,festive,1300,4.3,4410
438,Burnt Orange Flared Anarkali,Zara,anarkali,Burnt Orange,autumn,party,apple,warm,festive,3200,3.9,2240
439,Saffron Anarkali Suit,FabIndia,anarkali,Saffron,autumn,party,apple,warm,festive,4200,4.8,2321
440,Saffron Flared Anarkali,Van Heusen Woman,anarkali,Saffron,autumn,party,apple,warm,festive,2000,4.5,2077
441,Nude Embroidered Anarkali,Aurelia,anarkali,Nude,autumn,party,apple,neutral,festive,4200,4.0,668
442,Ecru Printed Anarkali Set,Roadster,anarkali,Ecru,winter,party,apple,neutral,festive,3100,4.5,3073
443,Nude Embroidered Anarkali,Puma,anarkali,Nude,winter,party,apple,neutral,festive,800,4.7,813
444,Pearl Embroidered Anarkali,W,anarkali,Pearl,winter,party,apple,neutral,festive,4100,3.8,3569
445,Khaki Printed Anarkali Set,Allen Solly Woman,anarkali,Khaki,autumn,party,apple,neutral,festive,3400,4.7,2816
446,Champagne Flared Anarkali,Puma,anarkali,Champagne,autumn,party,apple,neutral,festive,4800,4.6,446
447,Rust Anarkali Suit,Anita Dongre,anarkali,Rust,winter,party,hourglass,warm,festive,2100,4.1,55
448,Peach Flared Anarkali,Aurelia,anarkali,Peach,autumn,party,hourglass,warm,festive,3300,3.7,2294
449,Rust Embroidered Anarkali,W,anarkali,Rust,all,party,hourglass,warm,festive,3800,4.4,1405
450,Dark Grey Flared Anarkali,Forever 21,anarkali,Dark Grey,all,party,hourglass,neutral,festive,1500,4.5,58
451,Cream Anarkali Suit,FabIndia,anarkali,Cream,winter,party,hourglass,neutral,festive,2700,4.2,3695
452,White Embroidered Anarkali,Anita Dongre,anarkali,White,winter,party,hourglass,neutral,festive,4300,4.5,3963
453,Terracotta Anarkali Suit,Ethnic Motif,anarkali,Terracotta,winter,formal,pear,warm,ethnic_formal,1600,3.6,3061
454,Burnt Orange Printed Anarkali Set,Janasya,anarkali,Burnt Orange,autumn,formal,pear,warm,ethnic_formal,1900,4.4,1220
455,Rust Anarkali Suit,Nike,anarkali,Rust,autumn,formal,pear,warm,ethnic_formal,2100,4.1,1795
456,Dark Grey Printed Anarkali Set,AND,anarkali,Dark Grey,autumn,formal,pear,neutral,western_casual,1500,4.8,1196
457,Silver Printed Anarkali Set,H&M,anarkali,Silver,winter,formal,pear,neutral,western_casual,4300,3.9,1195
